0.0000	1.0	0.0	3	
0.0452	1.0	0.0	3	
0.0905	1.0	0.0	3	
0.1357	1.0	0.0	5	
0.1809	1.0	0.0	5	
0.2261	1.0	0.0	5	
0.2714	1.0	0.0	25	
0.3166	1.0	0.0	80	
0.3618	1.0	0.0	170	
0.4070	1.0	0.0	267	
0.4523	0.9999712893383915	2.8710661608486107e-05	255	
0.4975	0.2889898375832308	0.7110101624167692	10	
0.5427	0.6320343046210523	0.36796569537894774	9	
0.5879	0.9711511117196634	0.02884888828033662	12	
0.6332	0.9596693014894268	0.04033069851057329	55	
0.6784	0.9377971363788326	0.06220286362116746	35	
0.7236	0.9204169230739737	0.07958307692602626	141	
0.7688	0.9046357070013878	0.09536429299861214	31	
0.8141	0.8678111645735574	0.13218883542644258	247	
0.8593	0.325210776228704	0.674789223771296	65	
0.9045	0.7841949125188726	0.21580508748112742	341	
0.9497	0.7581786064089563	0.2418213935910437	186	
0.9950	0.4027289996084857	0.5972710003915143	189	
1.0402	0.515506628558823	0.484493371441177	439	
1.0854	0.4654069359405629	0.5345930640594371	349	
1.1307	0.4402887101046603	0.5597112898953397	313	
1.1759	0.40891213312467517	0.5910878668753248	112	
1.2211	0.402707548015001	0.5972924519849989	72	
1.2663	0.38176430841419673	0.6182356915858033	160	
1.3116	0.3782533984774283	0.6217466015225718	81	
1.3568	0.37110080462331796	0.628899195376682	115	
1.4020	0.36590692537468106	0.6340930746253189	195	
1.4472	0.34920528133751855	0.6507947186624815	183	
1.4925	0.31552428764298385	0.6844757123570162	459	
1.5377	0.2776768812399704	0.7223231187600296	37	
1.5829	0.2694077030942717	0.7305922969057284	46	
1.6281	0.2699415875745027	0.7300584124254973	74	
1.6734	0.2713059316956261	0.7286940683043739	50	
1.7186	0.26957578685623684	0.7304242131437632	74	
1.7638	0.274680231973643	0.725319768026357	27	
1.8090	0.2749861204173447	0.7250138795826553	23	
1.8543	0.27383828444754144	0.7261617155524586	18	
1.8995	0.2689978956353813	0.7310021043646188	70	
1.9447	0.26626294609956674	0.7337370539004333	67	
1.9899	0.2474446194416938	0.7525553805583062	203	
2.0352	0.24577383804504072	0.7542261619549593	75	
2.0804	0.23903591103074695	0.760964088969253	19	
2.1256	0.23184077315995436	0.7681592268400457	23	
2.1709	0.2234278734359561	0.776572126564044	22	
2.2161	0.21817060759219775	0.7818293924078022	183	
2.2613	0.20062862743296428	0.7993713725670357	80	
2.3065	0.18775985970329662	0.8122401402967034	124	
2.3518	0.13777266625381282	0.8622273337461872	466	
2.3970	0.1251359778493638	0.8748640221506362	61	
2.4422	0.12431879391829163	0.8756812060817084	51	
2.4874	0.11685542244749184	0.8831445775525082	58	
2.5327	0.03597669697744063	0.9640233030225593	104	
2.5779	0.03369730193964631	0.9663026980603537	49	
2.6231	0.11387936415682143	0.8861206358431786	11	
2.6683	0.02354558981597298	0.976454410184027	13	
2.7136	0.02037540995045705	0.9796245900495429	9	
2.7588	0.1187798937874449	0.8812201062125551	6	
2.8040	0.1079360620921121	0.892063937907888	12	
2.8492	0.11878182970195597	0.8812181702980441	7	
2.8945	0.010425230089206169	0.9895747699107938	27	
2.9397	0.12309255430694427	0.8769074456930557	7	
2.9849	0.0014351164001700737	0.99856488359983	16	
3.0302	0.001333631394218001	0.998666368605782	10	
3.0754	0.1267994009085774	0.8732005990914226	22	
3.1206	0.12636348957790938	0.8736365104220906	12	
3.1658	0.12436240398427621	0.8756375960157238	67	
3.2111	0.12725102540873	0.87274897459127	58	
3.2563	0.12645543480129673	0.8735445651987033	20	
3.3015	5.7337750888496235e-06	0.9999942662249112	110	
3.3467	0.0	1.0	115	
3.3920	0.12357914203941826	0.8764208579605818	57	
3.4372	0.0006228797488609994	0.999377120251139	14	
3.4824	0.001536988076872344	0.9984630119231277	40	
3.5276	0.0009780853429656733	0.9990219146570343	135	
3.5729	0.10306606027020312	0.8969339397297968	32	
3.6181	0.10382691941549999	0.8961730805845001	139	
3.6633	0.09767908517736357	0.9023209148226364	10	
3.7085	0.09693574082892972	0.9030642591710702	9	
3.7538	0.09713697814128754	0.9028630218587125	8	
3.7990	0.09527005900593502	0.904729940994065	35	
3.8442	0.0982973031630254	0.9017026968369746	8	
3.8894	0.08970020936514868	0.9102997906348513	16	
3.9347	0.08688046312794903	0.9131195368720509	39	
3.9799	0.09279096533423063	0.9072090346657694	22	
4.0251	0.07896723106408755	0.9210327689359125	22	
4.0704	0.07555418318923487	0.9244458168107651	94	
4.1156	0.002275217149401465	0.9977247828505985	133	
4.1608	0.007006521697553885	0.9929934783024461	32	
4.2060	0.004569069531314236	0.9954309304686858	15	
4.2513	0.002399415727931111	0.9976005842720689	37	
4.2965	0.06233519136445775	0.9376648086355422	55	
4.3417	0.0021552177496619923	0.997844782250338	36	
4.3869	0.0015264621825446135	0.9984735378174554	33	
4.4322	0.02241488626159403	0.977585113738406	73	
4.4774	0.021843238817818886	0.9781567611821811	32	
4.5226	0.022980615744170593	0.9770193842558295	7	
4.5678	0.02361675411667534	0.9763832458833247	28	
4.6131	0.021217469998558516	0.9787825300014414	9	
4.6583	0.019600446198336688	0.9803995538016633	65	
4.7035	0.020157332976915587	0.9798426670230844	15	
4.7487	0.020587002616813864	0.9794129973831861	17	
4.7940	0.01976514036868322	0.9802348596313167	19	
4.8392	0.014512575177431632	0.9854874248225683	20	
4.8844	0.01667365021127211	0.9833263497887279	8	
4.9296	0.01917322334843685	0.9808267766515631	9	
4.9749	0.018436431021627075	0.9815635689783729	29	
5.0201	0.01912969938089302	0.980870300619107	9	
5.0653	0.0187481981147746	0.9812518018852254	16	
5.1106	0.004457249450361668	0.9955427505496384	16	
5.1558	0.005633286770935904	0.9943667132290641	10	
5.2010	0.008557684692069351	0.9914423153079307	9	
5.2462	0.011349452042767766	0.9886505479572323	7	
5.2915	0.013746924502623598	0.9862530754973764	9	
5.3367	0.013776273696908618	0.9862237263030914	9	
5.3819	0.013930309325968475	0.9860696906740315	5	
5.4271	0.012725249513760716	0.9872747504862392	8	
5.4724	0.012008601296684606	0.9879913987033154	15	
5.5176	0.010542962069386758	0.9894570379306132	8	
5.5628	0.0062585008041462446	0.9937414991958538	12	
5.6080	0.000331004221019245	0.9996689957789807	14	
5.6533	0.00013639962227796908	0.999863600377722	20	
5.6985	9.728433636345429e-05	0.9999027156636365	8	
5.7437	0.00042824836879337924	0.9995717516312066	4	
5.7889	0.0008728375806659321	0.9991271624193341	12	
5.8342	0.0014633662384046827	0.9985366337615953	10	
5.8794	0.00210727549025874	0.9978927245097413	6	
5.9246	0.002945884633510201	0.9970541153664898	5	
5.9698	0.003649276393808919	0.996350723606191	11	
6.0151	0.004045025715487774	0.9959549742845122	7	
6.0603	0.0041549277634085864	0.9958450722365915	9	
6.1055	0.00453945259430002	0.9954605474057	10	
6.1508	0.0036073803892459804	0.996392619610754	10	
6.1960	0.003167376782364962	0.996832623217635	10	
6.2412	0.003134969699745081	0.996865030300255	11	
6.2864	0.002934812061352456	0.9970651879386475	15	
6.3317	0.0061470716232620995	0.9938529283767379	15	
6.3769	0.00788904562208551	0.9921109543779145	20	
6.4221	0.008718721966674937	0.9912812780333251	13	
6.4673	0.008244272478024657	0.9917557275219754	17	
6.5126	0.007884189632796397	0.9921158103672036	13	
6.5578	0.00858417019847136	0.9914158298015286	34	
6.6030	0.008977638922950521	0.9910223610770494	5	
6.6482	0.003623717315701344	0.9963762826842987	13	
6.6935	0.0063957604590673236	0.9936042395409327	7	
6.7387	0.008882803106929522	0.9911171968930704	4	
6.7839	0.009966961298338904	0.9900330387016611	7	
6.8291	0.00800756572292353	0.9919924342770765	8	
6.8744	0.007166334547286928	0.9928336654527131	8	
6.9196	0.0012738245747954487	0.9987261754252046	18	
6.9648	0.0	1.0	10	
7.0101	0.00010395783699029663	0.9998960421630098	6	
7.0553	0.0006333750496016605	0.9993666249503983	8	
7.1005	0.0012849326149666509	0.9987150673850334	4	
7.1457	0.002158972088869893	0.99784102791113	6	
7.1910	0.002974915489692271	0.9970250845103077	7	
7.2362	0.003315589759932219	0.9966844102400678	7	
7.2814	0.0038063122378329687	0.996193687762167	11	
7.3266	0.0034971307306665444	0.9965028692693334	10	
